id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,specialties,services,doctors,insurance_accepted,appointment_url,emergency_hours,accreditation,languages,whatsapp,booking_url,whatsapp_url,patient_portal_url,telemedicine,emergency,pharmacy,lab_services,radiology,wheelchair_access,parking,female_doctors
ChIJ40JsLyb_kT4R6xbnQAwRdcE,golden-eyes-vision-care-specialized-centre-of-myopia-management-contact-lens-clinic,Golden Eyes Vision Care العيون الذهبية للعناية بالبصر Specialized Centre of myopia management & contact lens clinic,Clinics,,clinic;healthcare;doctor,,"Bousher, Muscat, Oman",Muscat,Oman,23.576787,58.413561,https://www.google.com/maps/place/?q=place_id:ChIJ40JsLyb_kT4R6xbnQAwRdcE,https://www.google.com/maps/place/?q=place_id:ChIJ40JsLyb_kT4R6xbnQAwRdcE,+968 7759 5782,https://www.google.com/maps/place/?q=place_id:ChIJ40JsLyb_kT4R6xbnQAwRdcE,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNPCDOc9si-f1PK7B095VWMqVSAe0z_8DG3g2tO=w900-h900-p-k-no,,,,,★★★★★ · Eye care center,★★★★★ · Eye care center,,,,,,4.70,,,,,,25,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJkVMeUUD_kT4RlNCsr34X_zc,grand-medical-care-gynecology-drive-thru-blood-test-pcr-dental-dermatology-general-medicine,Grand Medical Care - Gynecology- Drive Thru Blood Test-PCR-Dental- Dermatology-General Medicine- غراند للرعاية الطبية,Clinics,,clinic;healthcare;doctor,,"3032 Way, Muscat, Oman",Muscat,Oman,23.606934,58.442520,https://www.google.com/maps/place/?q=place_id:ChIJkVMeUUD_kT4RlNCsr34X_zc,https://grandmedicalcare.com/,+968 7177 3333,https://grandmedicalcare.com/,https://www.google.com/s2/favicons?domain=grandmedicalcare.com&sz=128,https://grandmedicalcare.com/wp-content/themes/gmc/assets/images/icob-f.png,,,,,,"Our top priority at Grand Medical Care Center is to provide the best medical care and healthcare services to our patients. For this reason, we highly value patients’ needs and expectations and do our utmost to meet their trust and ensure they receive the optimal treatment plan",,,wheelchair access;parking;specialties: Cosmetic;Dental;Dentistry;Dermatology;Ent;Gynecology;Lab;Orthodontics;Urology,,,4.80,,,,,,140,Google,,2025-10-04,Cosmetic;Dental;Dentistry;Dermatology;Ent;Gynecology;Lab;Orthodontics;Urology,,,,,,Accredited,,,,,,,,,,,Yes,Yes,
ChIJvyObkzgAjj4RdJ9DUgjjxG4,green-corner-clinic,Green Corner Clinic,Clinics,,clinic;healthcare;doctor,,"PC 114, Hay al mina, Ghala Industrial، Douglas, مسقط، Oman",Muscat,Oman,23.577455,58.342448,https://www.google.com/maps/place/?q=place_id:ChIJvyObkzgAjj4RdJ9DUgjjxG4,https://www.google.com/maps/place/?q=place_id:ChIJvyObkzgAjj4RdJ9DUgjjxG4,+968 22 052416,https://www.google.com/maps/place/?q=place_id:ChIJvyObkzgAjj4RdJ9DUgjjxG4,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nouUGMMv7Nh1_HIzhqcetQLfX-DldZlvXkeCDhrmh5r84rQ3x6VtlDfPaCI849b1rp55Hb22Vvirgwpkxb68_mnF2_PrRbEO8UG1dB-_n-xAT5M_ruV8HX5FBd5ktQpe7xi2fZS=w900-h900-p-k-no,,,,,★★★★☆ · Doctor,★★★★☆ · Doctor,,,,,,3.80,,,,,,10,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJJcWeIFf4kT4RmJVlXsxDYs8,gulf-specialized-hospital,Gulf Specialized Hospital مستشفى الخليج التخصصي,Clinics,,clinic;healthcare;doctor,,"JG47+W9G Maktabi Building, Muscat, Oman",Muscat,Oman,23.607371,58.513247,https://www.google.com/maps/place/?q=place_id:ChIJJcWeIFf4kT4RmJVlXsxDYs8,http://www.gshoman.com/,+968 22 081700,http://www.gshoman.com/,https://www.google.com/s2/favicons?domain=www.gshoman.com&sz=128,"https://static.wixstatic.com/media/f1ce4d_b9bf8a57593c482a9bba9e9c2fbace97~mv2.png/v1/fill/w_223,h_228,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Zuhair%20Al%20Abdwani%20.png",,,,,"A message to our patients…We focus on your health, that’s because we believe that you are an important part of this community and that your health is the first thing that gives you the power to…","A message to our patients…We focus on your health, that’s because we believe that you are an important part of this community and that your health is the first thing that gives you the power to inspire those around you. Starting from your diagnosis, we take the time to really get to know you in order for us to discuss and customized treatment plan appropriate for you. Health Care - GSHOMAN that’s because we believe that you are an important part of this community and that your health is the first thing that gives you the power to inspire those around you. Starting from your diagnosis, we take the time to really get to know you in order for…",,,24h/emergency;lab;radiology;specialties: Cardiology;Cosmetic;Dental;Dermatology;Ent;Gastroenterology;Gynecology;Internal Medicine;Lab;Neuro;Neurosurgery;Plastic Surgery;Radiology;Urology,,,4.50,,,,,,504,Google,,2025-10-04,Cardiology;Cosmetic;Dental;Dermatology;Ent;Gastroenterology;Gynecology;Internal Medicine;Lab;Neuro;Neurosurgery;Plastic Surgery;Radiology;Urology,,,Yes,,,,,,https://www.gshoman.com/book-an-appointment,,,,Yes,,Yes,Yes,,,
ChIJrX6KA5j4kT4RBqmWNUtd0ws,gynecology-obstetrics-doctors,Gynecology & Obstetrics Doctors,Clinics,,clinic;healthcare;doctor,,"JFGP+6GM, Muscat, Oman",Muscat,Oman,23.625594,58.486297,https://www.google.com/maps/place/?q=place_id:ChIJrX6KA5j4kT4RBqmWNUtd0ws,https://www.google.com/maps/place/?q=place_id:ChIJrX6KA5j4kT4RBqmWNUtd0ws,,https://www.google.com/maps/place/?q=place_id:ChIJrX6KA5j4kT4RBqmWNUtd0ws,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AD1AJG0ErLDPcBuwqWpG0w&cb_client=search.gws-prod.gps&w=900&h=900&yaw=194.05354&pitch=0&thumbfov=100,,,,,Doctor,Doctor,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJMb310Jb4kT4R-iXtx7665aE,hkc-clinic,HKC+ Clinic,Clinics,,clinic;healthcare;doctor,,"Al Kharijiya street مسقط OM، Muscat 106, Oman",Muscat,Oman,23.607088,58.452801,https://www.google.com/maps/place/?q=place_id:ChIJMb310Jb4kT4R-iXtx7665aE,http://www.happykidclinic.com/,+968 9654 5535,http://www.happykidclinic.com/,https://www.google.com/s2/favicons?domain=www.happykidclinic.com&sz=128,http://www.happykidclinic.com/images/slider/slider1.jpg,,,,,"HKC+ is the first Omani specialized pediatric clinic in the Sultanate of Oman. We provide health care for children and pay attention to growth and development, preventive care and constant and…","HKC+ is the first Omani specialized pediatric clinic in the Sultanate of Oman. We provide health care for children and pay attention to growth and development, preventive care and constant and continuous counseling for parents. Throughout our five years we discovered the need to expand and add up more specialties to our clinic considering the opinion of our loyal customers. HKC+ Pediatric provides a high quality healthcare services in an ethical and happy environment.",,,specialties: Ent,,,4.70,,,,,,26,Google,,2025-10-04,Ent,,,,,,,,,http://www.happykidclinic.com/contact-us.html,,,,,,,,,,
ChIJY6y8noT5kT4RSRVE154Blwo,hani-clinic,Hani Clinic,Clinics,,clinic;healthcare;doctor,,"Muscat, Oman",Muscat,Oman,23.589369,58.546716,https://www.google.com/maps/place/?q=place_id:ChIJY6y8noT5kT4RSRVE154Blwo,http://0.21.83.142/,+968 7976 4873,http://0.21.83.142/,https://www.google.com/s2/favicons?domain=0.21.83.142&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2024/06/25/2701550.jpg,,,,,,,,,,,,2.50,,,,,,8,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ6flFmR3_kT4RDlNxHDlNT50,happy-feet-best-podiatry-clinic-in-muscat-oman,"Happy Feet | Best Podiatry Clinic in Muscat, Oman",Clinics,,clinic;healthcare;doctor,,"Unit 10, Al Hamd House Al Khuwair, Jollibee Building, Service Road, مسقط 116, Oman",Muscat,Oman,23.596558,58.426284,https://www.google.com/maps/place/?q=place_id:ChIJ6flFmR3_kT4RDlNxHDlNT50,https://happyfeetclinics.com/,+968 7848 4742,https://happyfeetclinics.com/,https://www.google.com/s2/favicons?domain=happyfeetclinics.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/04/02/2969730.jpeg,,,,,,,,,,,,4.30,,,,,,12,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJm-NfZI34kT4R57X7K9uYZYk,harub-dental-surgery-qurum,Harub Dental Surgery Qurum,Clinics,,clinic;healthcare;doctor,,"1826 Way, Muscat, Oman",Muscat,Oman,23.619027,58.497750,https://www.google.com/maps/place/?q=place_id:ChIJm-NfZI34kT4R57X7K9uYZYk,http://www.harubdental.com/,+968 24 564885,http://www.harubdental.com/,https://www.google.com/s2/favicons?domain=www.harubdental.com&sz=128,http://www.harubdental.com/images/loader.png,,,,,,"To begin your journey to a brighter, healthy, happier smile contact us for an appointment and examination.",,,radiology;specialties: Dental;Dentistry;Ent;Imaging;Lab;Orthodontics,,,4.90,,,,,,61,Google,,2025-10-04,Dental;Dentistry;Ent;Imaging;Lab;Orthodontics,,,,,,,,,http://www.harubdental.com/book-appoinments.php,,,,,,,Yes,,,
ChIJP1mMZ7D5kT4ROuFJ0798M2Y,hatat-speciality-clinics,Hatat Speciality Clinics,Clinics,,clinic;healthcare;doctor,,"Muscat, Oman",Muscat,Oman,23.592210,58.522508,https://www.google.com/maps/place/?q=place_id:ChIJP1mMZ7D5kT4ROuFJ0798M2Y,https://hatatspecialtyclinics.com/,+968 24 563641,https://hatatspecialtyclinics.com/,https://www.google.com/s2/favicons?domain=hatatspecialtyclinics.com&sz=128,https://hatatspecialtyclinics.com/wp-content/uploads/2022/08/hatat-logo.png,,,,,,"Established in the year 1990, Hatat Speciality clinics has carved its own niche into the Medicare map within the Sultanate of Oman. The Speciality clinics offers expert medical attention in a plethora of disciplines ranging from General Medicine, Dentistry and Pediatrics, to Ophthalmology and Endocrinology, as well as numerous others.",,,lab;radiology;specialties: Cardiology;Dental;Dentistry;Dermatology;Endocrinology;Ent;Gynecology;Lab;Ophthalmology;Orthopedics;Pediatrics;Radiology,,,3.50,,,,,,59,Google,,2025-10-04,Cardiology;Dental;Dentistry;Dermatology;Endocrinology;Ent;Gynecology;Lab;Ophthalmology;Orthopedics;Pediatrics;Radiology,,,,,,Accredited,,,,,,,,,Yes,Yes,,,
ChIJKRVDvMD_kT4RrEXHp1CeDPI,heart-vascular-center,Heart & Vascular Center مركز القلب والأوعية,Clinics,,clinic;healthcare;doctor,,"18th November St Azaiba North Building No: 325، Muscat, Oman",Muscat,Oman,23.599698,58.378742,https://www.google.com/maps/place/?q=place_id:ChIJKRVDvMD_kT4RrEXHp1CeDPI,http://www.hvcoman.com/,+968 24 138093,http://www.hvcoman.com/,https://www.google.com/s2/favicons?domain=www.hvcoman.com&sz=128,https://hvcoman.com/wp-content/uploads/2023/07/building-HVC.jpg,,,,,Phone: +968 (2413 8093 - 9596 0998 - 9426 9189 - 9465 6531)Email: contact@hvcoman.com Facebook Twitter Instagram Welcome to HVC Heart and Vascular Center (HVC) is a unique health care establishment…,"Phone: +968 (2413 8093 - 9596 0998 - 9426 9189 - 9465 6531)Email: contact@hvcoman.com Facebook Twitter Instagram Welcome to HVC Heart and Vascular Center (HVC) is a unique health care establishment for the first time in the private sector in Oman. At HVC we are providing an opportunity for the larger population of Oman, citizens Phone: +968 (2413 8093 – 9596 0998 – 9426 9189 – 9465 6531) Email: contact@hvcoman.com",,,24h/emergency;radiology;wheelchair access;specialties: Cardiology;Cosmetic;Diabetes;Ent;Lab;Neuro,,,4.50,,,,,,52,Google,,2025-10-04,Cardiology;Cosmetic;Diabetes;Ent;Lab;Neuro,,,Yes,,,Accredited,,,https://www.facebook.com/HVCOMAN/,,,,Yes,,,Yes,Yes,,
ChIJh8fENvz-kT4RPbKDMu8Yj_s,hitech-lab,Hitech Lab,Clinics,,clinic;healthcare;doctor,,"HCGF+GM3, Muscat, Oman",Muscat,Oman,23.576265,58.424174,https://www.google.com/maps/place/?q=place_id:ChIJh8fENvz-kT4RPbKDMu8Yj_s,https://www.google.com/maps/place/?q=place_id:ChIJh8fENvz-kT4RPbKDMu8Yj_s,+968 24 480080,https://www.google.com/maps/place/?q=place_id:ChIJh8fENvz-kT4RPbKDMu8Yj_s,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://maps.google.com/maps/api/staticmap?center=23.5762649%2C58.4241742&zoom=16&size=900x900&language=en&markers=23.5762649%2C58.4241742&sensor=false&client=google-maps-frontend&signature=kzCMdpgecUCJLkAAKMS3t-43xcM,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJc3bqDML9jT4Rk7gOoh0qSZE,hope-women-center,Hope Women Center,Clinics,,clinic;healthcare;doctor,,"H6X9+F5W, Muscat 111, Oman",Muscat,Oman,23.598734,58.217965,https://www.google.com/maps/place/?q=place_id:ChIJc3bqDML9jT4Rk7gOoh0qSZE,https://www.google.com/maps/place/?q=place_id:ChIJc3bqDML9jT4Rk7gOoh0qSZE,+968 9972 0698,https://www.google.com/maps/place/?q=place_id:ChIJc3bqDML9jT4Rk7gOoh0qSZE,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q06qQo6SyS7paM6v3FXldQ&cb_client=search.gws-prod.gps&w=900&h=900&yaw=87.34997&pitch=0&thumbfov=100,,,,,★★★★★ · Obstetrician-gynecologist,★★★★★ · Obstetrician-gynecologist,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ4Xd-P1n5kT4RVWeS8H0hWI8,humancare-world-wide-oman,Humancare World Wide - Oman,Clinics,,clinic;healthcare;doctor,,"Office No. 34, Building No. 21, Way 403, مسقط 137, Oman",Muscat,Oman,23.605022,58.491259,https://www.google.com/maps/place/?q=place_id:ChIJ4Xd-P1n5kT4RVWeS8H0hWI8,https://humancareworldwide.com/,+968 9240 2959,https://humancareworldwide.com/,https://www.google.com/s2/favicons?domain=humancareworldwide.com&sz=128,https://humancareworldwide.com/wp-content/uploads/2023/09/Screenshot_1.png,,,,,"HumanCare World wide is a leading Medical assistance service provider in India, UAE, Oman, and Bangladesh. Our core specialties are flights..","HumanCare World wide is a leading Medical assistance service provider in India, UAE, Oman, and Bangladesh. Our core specialties are flights.. We have access to the supreme hospitals including the finest medics and eminent surgeons across the globe.",,,telemedicine;24h/emergency;wheelchair access;specialties: Ent;Lab,,,4.50,,,,,,2,Google,,2025-10-04,Ent;Lab,,,Yes,,,,,,https://www.facebook.com/humancareworldwide/,https://wa.link/9scpxp,,Yes,Yes,,,,Yes,,
ChIJGz6Uqn_9jT4Rr13FEP0eYeI,infinity-clinic,Infinity Clinic,Clinics,,clinic;healthcare;doctor,,"Seeb, Oman",Muscat,Oman,23.610285,58.243705,https://www.google.com/maps/place/?q=place_id:ChIJGz6Uqn_9jT4Rr13FEP0eYeI,https://www.instagram.com/infinityclinic.om/,+968 9885 4213,https://www.instagram.com/infinityclinic.om/,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://static.cdninstagram.com/rsrc.php/v4/yR/r/hexDR1NOpRC.png,,,,,Create an account or log in to Instagram - Share what you're into with the people who get you.,Create an account or log in to Instagram - Share what you're into with the people who get you.,,,,,,4.00,,,,,,4,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJVS8INgD_kT4RejAI3Zk_sBU,irana-clinic,Irana Clinic,Clinics,,clinic;healthcare;doctor,,"HCVF+6G6, Dauhat Al Adab St, Muscat, Oman",Muscat,Oman,23.593026,58.423836,https://www.google.com/maps/place/?q=place_id:ChIJVS8INgD_kT4RejAI3Zk_sBU,https://www.google.com/maps/place/?q=place_id:ChIJVS8INgD_kT4RejAI3Zk_sBU,,https://www.google.com/maps/place/?q=place_id:ChIJVS8INgD_kT4RejAI3Zk_sBU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D7EDiN8Ye-eK5JSYGLF1_w&cb_client=search.gws-prod.gps&w=900&h=900&yaw=177.43298&pitch=0&thumbfov=100,,,,,★★★★★ · Dermatologist,★★★★★ · Dermatologist,,,,,,5.00,,,,,,4,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJkd0lKDL_kT4R_oSdlrGEBXE,isaacazari,IsaacAzari,Clinics,,clinic;healthcare;doctor,,"البرز 7, Muscat, Oman",Muscat,Oman,23.588031,58.382872,https://www.google.com/maps/place/?q=place_id:ChIJkd0lKDL_kT4R_oSdlrGEBXE,https://www.google.com/maps/place/?q=place_id:ChIJkd0lKDL_kT4R_oSdlrGEBXE,+98 917 749 5722,https://www.google.com/maps/place/?q=place_id:ChIJkd0lKDL_kT4R_oSdlrGEBXE,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Od3q-V11K8TTYF0p-fdhxQ&cb_client=search.gws-prod.gps&w=900&h=900&yaw=123.89194&pitch=0&thumbfov=100,,,,,Doctor,Doctor,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJKWevxR4Bjj4R444SUgeT5oU,jana-dermatology,JANA DERMATOLOGY,Clinics,,clinic;healthcare;doctor,,"Muscat Al - Aziba Street 48, مسقط، Oman",Muscat,Oman,23.596193,58.350825,https://www.google.com/maps/place/?q=place_id:ChIJKWevxR4Bjj4R444SUgeT5oU,https://www.google.com/maps/place/?q=place_id:ChIJKWevxR4Bjj4R444SUgeT5oU,+968 24 495517,https://www.google.com/maps/place/?q=place_id:ChIJKWevxR4Bjj4R444SUgeT5oU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5Dtenlq1f89sHVN11BH2NR-tiQ3lyi2med-O67-2TDff8sNSRtcK2EOde6Fl_TyDpboaBdgg-bl9uMa4yI6O4bUL0zTzt25O5cSiXno0Ym3uWcuw9dd6foFc9gXI_CtHbJ3WS=w900-h900-p-k-no,,,,,★★★★★ · Dermatologist,★★★★★ · Dermatologist,,,,,,5.00,,,,,,4,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJY6keNZj_kT4RrrghiJgcCAM,juman-speciality-center,Juman Speciality Center مركز جمان التخصصي,Clinics,,clinic;healthcare;doctor,,"18th November St, Muscat, Oman",Muscat,Oman,23.601696,58.373102,https://www.google.com/maps/place/?q=place_id:ChIJY6keNZj_kT4RrrghiJgcCAM,https://instagram.com/juman.speciality.center?igshid=MzRlODBiNWFlZA==,+968 9889 7988,https://instagram.com/juman.speciality.center?igshid=MzRlODBiNWFlZA==,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,4.80,,,,,,31,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJJzSlNzj_kT4RapYTokky_tc,kaya-skin-clinic,Kaya Skin Clinic,Clinics,,clinic;healthcare;doctor,,"Villa No. 879, Way No. 3013 Sarooj Street Shati Al Qurm, مسقط 999, Oman",Muscat,Oman,23.604314,58.450392,https://www.google.com/maps/place/?q=place_id:ChIJJzSlNzj_kT4RapYTokky_tc,https://www.kayaskinclinic.com/oman/en/,+968 800 77546,https://www.kayaskinclinic.com/oman/en/,https://www.google.com/s2/favicons?domain=www.kayaskinclinic.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,"Kaya Skin Clinic is one of the largest skincare clinics in Middle East with 20 clinics in the region, 24 dermatologists, and over 350,000 satisfied customers.","Kaya Skin Clinic is one of the largest skincare clinics in Middle East with 20 clinics in the region, 24 dermatologists, and over 350,000 satisfied customers.",,,,,,4.60,,,,,,210,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJLz7tTaP_kT4RqdjmEA8fnPI,kazimi-international-laboratory,Kazimi International Laboratory مختبر كاظمي الدولي,Clinics,,clinic;healthcare;doctor,,"Al Ghubrah Street, Muscat, Oman",Muscat,Oman,23.589914,58.396546,https://www.google.com/maps/place/?q=place_id:ChIJLz7tTaP_kT4RqdjmEA8fnPI,http://www.kazimintlab.com/about-us.html,+968 22 518055,http://www.kazimintlab.com/about-us.html,https://www.google.com/s2/favicons?domain=www.kazimintlab.com&sz=128,https://www.kazimintlab.com/images/about.jpg,,,,,"Leading diagnostic & Path laboratory of Gulf, we offer a broad range of diagnostic and related healthcare tests on blood, urine and other human body organs.","Leading diagnostic & Path laboratory of Gulf, we offer a broad range of diagnostic and related healthcare tests on blood, urine and other human body organs. Kazimi International Laboratory is driven by pathology, biomedical and clinical scientists, who conduct several tests. The Muscat, Oman based Clinical and Anatomical Pathology Reference Laboratory collects the sample and studies disease, its causes and progression as well as consult the diagnose as a part of our Report Interpretation Services. Many patients and individuals from hospitals, polyclinics, specialty clinics, and other clinical laboratories come to us for availing the lab test…",,,lab;specialties: Endocrinology;Ent;Lab;Pathology,,,3.70,,,,,,23,Google,,2025-10-04,Endocrinology;Ent;Lab;Pathology,,,,,,Accredited,,,https://www.kazimintlab.com/book-test.html,,,,,,Yes,,,,
ChIJWSRrDdz5kT4Rz1RBVKqdYfQ,kenz-dental-and-orthodontic-center-i-best-dental-clinic-in-muscat-oman-invisalign-provider-straumann-dental-implants,"Kenz Dental and Orthodontic Center I Best Dental Clinic in Muscat, Oman | Invisalign provider Straumann Dental implants",Clinics,,clinic;healthcare;doctor,,"109, 1st Floor , Qurum Oasis Building, Sama Center, PDO Road, شارع سيح المالح، مسقط 116, Oman",Muscat,Oman,23.620890,58.502138,https://www.google.com/maps/place/?q=place_id:ChIJWSRrDdz5kT4Rz1RBVKqdYfQ,http://www.kenzdental.in/,+968 9945 8844,http://www.kenzdental.in/,https://www.google.com/s2/favicons?domain=www.kenzdental.in&sz=128,https://kenzdental.in/wp-content/uploads/elementor/thumbs/0170678001639425089-pvshz9tvd0wgr7mypus4ttbnxebl80iriskqxetoni.jpg,,,,,Kenz Dental is the best dental center in Qurum when counting list of best dental clinics Qurum.,"Kenz Dental is the best dental center in Qurum when counting list of best dental clinics Qurum. At KENZ Dental and Orthodontic Centre, we believe in changing people’s lives –through their smile. We give special emphasis on prevention of oral disease and maintenance of healthy teeth and gums – a prerequisite for a natural confident smile.",,,specialties: Cardiology;Cosmetic;Dental;Dentistry;Ent;Lab,,,4.80,,,,,,260,Google,,2025-10-04,Cardiology;Cosmetic;Dental;Dentistry;Ent;Lab,,,Yes,,,,,,https://kenzdental.in/book-an-appointment/,,,,,,,,,,
ChIJZ1ORjnz9jT4R6TzE1Nzqti4,kids-paradise-dental-center,Kids Paradise Dental Center مركز جنة الاطفال لطب الاسنان,Clinics,,clinic;healthcare;doctor,,"Al Mazoon St, Sib, Oman",Muscat,Oman,23.613354,58.227380,https://www.google.com/maps/place/?q=place_id:ChIJZ1ORjnz9jT4R6TzE1Nzqti4,https://www.kidsparadisedental.com/,+968 9566 0998,https://www.kidsparadisedental.com/,https://www.google.com/s2/favicons?domain=www.kidsparadisedental.com&sz=128,https://kidsparadisedental.com/wp-content/uploads/2018/12/kidsparadisedental06.jpeg,,,,,,We welcome parents and children alike to our center for most wonderful dental experience.,,,24h/emergency;specialties: Cosmetic;Dental;Dentistry;Ent;Orthodontics,,,4.70,,,,,,184,Google,,2025-10-04,Cosmetic;Dental;Dentistry;Ent;Orthodontics,,,,,,Accredited,,,https://kidsparadisedental.com/appointment/,,,,Yes,,,,,,
ChIJI_fj32H_kT4RueAIzrognLk,lavora-clinic,Lavora Clinic,Clinics,,clinic;healthcare;doctor,,"18 November St, شارع المعرفة، مسقط 123, Oman",Muscat,Oman,23.596640,58.402295,https://www.google.com/maps/place/?q=place_id:ChIJI_fj32H_kT4RueAIzrognLk,https://www.lavora-clinic.com/,+968 7111 5617,https://www.lavora-clinic.com/,https://www.google.com/s2/favicons?domain=www.lavora-clinic.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/04/02/2969730.jpeg,,,,,,,,,,,,4.60,,,,,,765,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJDeTlh-D8jT4RLrRTT0_-GzU,meraki-clinics,MERAKI CLINICS عيادات ميراكي التخصصية,Clinics,,clinic;healthcare;doctor,,"شارع الخوض، Sib, Oman",Muscat,Oman,23.619194,58.212473,https://www.google.com/maps/place/?q=place_id:ChIJDeTlh-D8jT4RLrRTT0_-GzU,https://www.google.com/maps/place/?q=place_id:ChIJDeTlh-D8jT4RLrRTT0_-GzU,+968 24 288222,https://www.google.com/maps/place/?q=place_id:ChIJDeTlh-D8jT4RLrRTT0_-GzU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkiHE1obx-aIOfjMii5MCq93_cfy5b1PVzv3SevAxmsQEZ3ZOhrveQFkaHkHenYyKwkAC_w-j6gcm5xB4-VeTRk3qg4M7TxBsPgU4uq62nZn0JYxqpRyt7nNnAm1O3xkrh_O0=w900-h900-p-k-no,,,,,★★★★☆ · Medical Center,★★★★☆ · Medical Center,,,,,,4.00,,,,,,7,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJBcECDY0Bjj4R3_nU-FmhSMQ,mahbobeh-joint-and-spine-clinic,Mahbobeh Joint and Spine Clinic,Clinics,,clinic;healthcare;doctor,,"North Azaiba, Near Alfair Hypermarket, شارع نوفمبر ١٨، مسقط 112, Oman",Muscat,Oman,23.601944,58.359206,https://www.google.com/maps/place/?q=place_id:ChIJBcECDY0Bjj4R3_nU-FmhSMQ,https://www.google.com/maps/place/?q=place_id:ChIJBcECDY0Bjj4R3_nU-FmhSMQ,+968 7967 4033,https://www.google.com/maps/place/?q=place_id:ChIJBcECDY0Bjj4R3_nU-FmhSMQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOrAwhHNMrdFhsQN8dhIE_Z2MfkUf25PwMZN_NA=w900-h900-p-k-no,,,,,★★★★★ · Physical therapy clinic,★★★★★ · Physical therapy clinic,,,,,,5.00,,,,,,231,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJxb63CV__kT4Rx1DOWq20nlM,max-healthcare-patient-assistance-centre,Max Healthcare Patient Assistance Centre,Clinics,,clinic;healthcare;doctor,,"Office # 42, Maktabi -1, 4th Floor Building # 3242, Way # 3341, Block # 233 Behind Zakher Mall, شارع الخوير، مسقط، Oman",Muscat,Oman,23.593350,58.444681,https://www.google.com/maps/place/?q=place_id:ChIJxb63CV__kT4Rx1DOWq20nlM,https://www.maxhealthcare.in/international/en/center/max-healthcare-patient-assistance-centre-oman?utm_source=D-Organic&utm_medium=gmb,+968 9065 8308,https://www.maxhealthcare.in/international/en/center/max-healthcare-patient-assistance-centre-oman?utm_source=D-Organic&utm_medium=gmb,https://www.google.com/s2/favicons?domain=www.maxhealthcare.in&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,,,,,,,,5.00,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
